ID,inchikey,smiles
cpd00139,AEMRFAOFKBGASW-UHFFFAOYSA-M,O=C([O-])CO
cpd00143,BTNMPGBKDVTSJY-UHFFFAOYSA-M,O=C([O-])C(=O)Cc1ccccc1
cpd00144,HDYANYHVCAPMJV-LXQIFKJMSA-K,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd00145,HHDDCCUIIUWNGJ-UHFFFAOYSA-M,O=C([O-])C(=O)CO
cpd00146,FFQKYPRQEYGKAF-UHFFFAOYSA-L,NC(=O)OP(=O)([O-])[O-]
cpd00147,WUUGFSXJNOTRMR-IOSLPCCCSA-N,CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
cpd00149,XLJKHNWPARRRJB-UHFFFAOYSA-N,[Co+2]
cpd00149,XLJKHNWPARRRJB-UHFFFAOYSA-N,[Co+2]
cpd00149,XLJKHNWPARRRJB-UHFFFAOYSA-N,[Co+2]
cpd00150,LELOWRISYMNNSU-UHFFFAOYSA-N,C#N
cpd00152,QYPPJABKJHAVHS-UHFFFAOYSA-P,NC(=[NH2+])NCCCC[NH3+]
cpd00153,WPYMKLBDIGXBTP-UHFFFAOYSA-M,O=C([O-])c1ccccc1
cpd00154,SRBFZHDQGSBBOR-IOVATXLUSA-N,OC1OC[C@@H](O)[C@H](O)[C@H]1O
cpd00154,SRBFZHDQGSBBOR-IOVATXLUSA-N,OC1OC[C@@H](O)[C@H](O)[C@H]1O
cpd00154,SRBFZHDQGSBBOR-IOVATXLUSA-N,OC1OC[C@@H](O)[C@H](O)[C@H]1O
cpd00155,BYSGBSNPRWKUQH-UJDJLXLFSA-N,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd00156,KZSNJWFQEVHDMF-BYPYZUCNSA-N,CC(C)[C@H]([NH3+])C(=O)[O-]
cpd00157,RXKJFZQQPQGTFL-UHFFFAOYSA-N,O=C(CO)CO
cpd00160,HVYWMOMLDIMFJA-DPAQBDIFSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
cpd00161,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C[C@@H](O)[C@H]([NH3+])C(=O)[O-]
cpd00162,HZAXFHJVJLSVMW-UHFFFAOYSA-O,[NH3+]CCO
cpd00162,HZAXFHJVJLSVMW-UHFFFAOYSA-O,[NH3+]CCO
cpd00162,HZAXFHJVJLSVMW-UHFFFAOYSA-O,[NH3+]CCO
cpd00165,AVXURJPOCDRRFD-UHFFFAOYSA-N,NO
cpd00166,ZIHHMGTYZOSFRC-YGHJOQEPSA-L,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@]6(C)CCC(=O)NC[C@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]753(C[C@H]3O[C@@H](n5cnc6c(N)ncnc65)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
cpd00169,OSJPPGNTCRNQQC-UWTATZPHSA-K,O=C([O-])[C@H](O)COP(=O)([O-])[O-]
cpd00170,PHOQVHQSTUBQQK-SQOUGZDYSA-N,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd00170,PHOQVHQSTUBQQK-SQOUGZDYSA-N,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd00171,FNZLKVNUWIIPSJ-UHNVWZDZSA-L,O=C(CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
cpd00177,DAEAPNUQQAICNR-RRKCRQDMSA-L,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O1
cpd00182,OIRDTQYFTABQOQ-KQYNXXCUSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
cpd00182,OIRDTQYFTABQOQ-KQYNXXCUSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
cpd00184,IQFYYKKMVGJFEH-XLPZGREQSA-N,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
cpd00184,IQFYYKKMVGJFEH-XLPZGREQSA-N,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
cpd00186,WHUUTDBJXJRKMK-GSVOUGTGSA-M,[NH3+][C@H](CCC(=O)[O-])C(=O)[O-]
cpd00190,WQZGKKKJIJFFOK-VFUOTHLCSA-N,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
cpd00191,OAKURXIZZOAYBC-UHFFFAOYSA-M,O=CCC(=O)[O-]
cpd00192,DMZOKBALNZWDKI-MATMFAIHSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)cc1
cpd00193,IRLPACMLTUPBCL-KQYNXXCUSA-L,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](O)[C@H]1O
cpd00195,,*CO
cpd00198,FNZLKVNUWIIPSJ-RFZPGFLSSA-L,O=C(CO)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
cpd00199,UIUJIQZEACWQSV-UHFFFAOYSA-M,O=CCCC(=O)[O-]
cpd00200,BKAJNAXTPSGJCU-UHFFFAOYSA-M,CC(C)CC(=O)C(=O)[O-]
cpd00201,AUFGTPPARQZWDO-YPMHNXCESA-L,Nc1nc2c(c(=O)[nH]1)N[C@@H](CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2
cpd00202,CBIDRCWHNCKSTO-UHFFFAOYSA-L,CC(C)=CCOP(=O)([O-])OP(=O)([O-])O
cpd00203,LJQLQCAXBUHEAZ-UWTATZPHSA-J,O=C(OP(=O)([O-])[O-])[C@H](O)COP(=O)([O-])[O-]
cpd00205,NPYPAHLBTDXSSS-UHFFFAOYSA-N,[K+]
cpd00205,NPYPAHLBTDXSSS-UHFFFAOYSA-N,[K+]
cpd00205,NPYPAHLBTDXSSS-UHFFFAOYSA-N,[K+]
cpd00206,NCMVOABPESMRCP-SHYZEUOFSA-L,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)n1
cpd00207,UYTPUPDQBNUYGX-UHFFFAOYSA-N,Nc1nc2[nH]cnc2c(=O)[nH]1
cpd00208,GUBGYTABKSRVRQ-QKKXKWKRSA-N,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
cpd00210,XOAAWQZATWQOTB-UHFFFAOYSA-N,[NH3+]CCS(=O)(=O)[O-]
cpd00210,XOAAWQZATWQOTB-UHFFFAOYSA-N,[NH3+]CCS(=O)(=O)[O-]
cpd00210,XOAAWQZATWQOTB-UHFFFAOYSA-N,[NH3+]CCS(=O)(=O)[O-]
cpd00213,FCCDDURTIIUXBY-SSDOTTSWSA-N,NC(=O)CCCC[C@@H]1CCSS1
cpd00214,IPCSVZSSVZVIGE-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC(=O)[O-]
cpd00215,RADKZDMFGJYCBB-UHFFFAOYSA-N,Cc1ncc(CO)c(C=O)c1O
cpd00216,WTFXTQVDAKGDEY-HTQZYQBOSA-L,C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-]
cpd00218,PVNIIMVLHYAWGP-UHFFFAOYSA-M,O=C([O-])c1cccnc1
cpd00219,FPWMCUPFBRFMLH-XGAOUMNUSA-L,O=C([O-])C(=O)C[C@]1(C(=O)[O-])C=C[C@@H](O)C=C1
cpd00220,AUNGANRZJHBGPY-SCRDCRAPSA-M,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
cpd00220,AUNGANRZJHBGPY-SCRDCRAPSA-M,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
cpd00221,JVTAAEKCZFNVCJ-UWTATZPHSA-M,C[C@@H](O)C(=O)[O-]
cpd00221,JVTAAEKCZFNVCJ-UWTATZPHSA-M,C[C@@H](O)C(=O)[O-]
cpd00221,JVTAAEKCZFNVCJ-UWTATZPHSA-M,C[C@@H](O)C(=O)[O-]
cpd00222,RGHNJXZEOKUKBD-SQOUGZDYSA-M,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
cpd00222,RGHNJXZEOKUKBD-SQOUGZDYSA-M,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
cpd00222,RGHNJXZEOKUKBD-SQOUGZDYSA-M,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
cpd00223,RBNPOMFGQQGHHO-UWTATZPHSA-M,O=C([O-])[C@H](O)CO
cpd00224,SRBFZHDQGSBBOR-HWQSCIPKSA-N,OC1OC[C@H](O)[C@H](O)[C@H]1O
cpd00226,FDGQSTZJBFJUBT-UHFFFAOYSA-N,O=c1[nH]cnc2[nH]cnc12
cpd00226,FDGQSTZJBFJUBT-UHFFFAOYSA-N,O=c1[nH]cnc2[nH]cnc12
cpd00227,UKAUYVFTDYCKQA-VKHMYHEASA-N,[NH3+][C@@H](CCO)C(=O)[O-]
cpd00229,WGCNASOHLSPBMP-UHFFFAOYSA-N,O=CCO
cpd00229,WGCNASOHLSPBMP-UHFFFAOYSA-N,O=CCO
cpd00235,NBSCHQHZLSJFNQ-QTVWNMPRSA-L,O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
cpd00236,NGHMDNPXVRFFGS-IUYQGCFVSA-L,O=C[C@H](O)[C@H](O)COP(=O)([O-])[O-]
cpd00238,JDTUMPKOJBQPKX-GBNDHIKLSA-L,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
cpd00239,RWSOTUBLDIXVET-UHFFFAOYSA-M,[SH-]
cpd00239,RWSOTUBLDIXVET-UHFFFAOYSA-M,[SH-]
cpd00239,RWSOTUBLDIXVET-UHFFFAOYSA-M,[SH-]
cpd00241,HAAZLUGHYHWQIW-KVQBGUIXSA-K,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1
cpd00242,BVKZGUZCCUSVTD-UHFFFAOYSA-M,O=C([O-])O
cpd00244,,
cpd00244,,
cpd00244,,
cpd00246,UGQMRVRMYYASKQ-KQYNXXCUSA-N,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
cpd00246,UGQMRVRMYYASKQ-KQYNXXCUSA-N,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
cpd00247,PXQPEWDEAKTCGB-UHFFFAOYSA-M,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1
cpd00249,DRTQHJPVMGBUCF-XVFCMESISA-N,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
cpd00249,DRTQHJPVMGBUCF-XVFCMESISA-N,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
cpd00251,SRNWOUGRCWSEMX-TYASJMOZSA-L,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2OC(O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
cpd00254,JLVVSXFLKOJNIY-UHFFFAOYSA-N,[Mg+2]
cpd00254,JLVVSXFLKOJNIY-UHFFFAOYSA-N,[Mg+2]
cpd00254,JLVVSXFLKOJNIY-UHFFFAOYSA-N,[Mg+2]
cpd00258,ZAQJHHRNXZUBTE-NQXXGFSBSA-N,O=C(CO)[C@H](O)[C@H](O)CO
cpd00260,ODBLHEXUDAPZAU-UHFFFAOYSA-K,O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-]
cpd00263,LXNHXLLTXMVWPM-UHFFFAOYSA-N,Cc1ncc(CO)c(CO)c1O
cpd00264,ATHGHQPFGPMSJY-UHFFFAOYSA-Q,[NH3+]CCCC[NH2+]CCC[NH3+]
cpd00264,ATHGHQPFGPMSJY-UHFFFAOYSA-Q,[NH3+]CCCC[NH2+]CCC[NH3+]
cpd00268,DHCDFWKWKRSZHF-UHFFFAOYSA-M,O=S(=O)([O-])S
cpd00268,DHCDFWKWKRSZHF-UHFFFAOYSA-M,O=S(=O)([O-])S
cpd00268,DHCDFWKWKRSZHF-UHFFFAOYSA-M,O=S(=O)([O-])S
cpd00270,QHRGJMIMHCLHRG-ZSELIEHESA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)c(O)c1
cpd00274,RHGKLRLOHDJJDR-BYPYZUCNSA-N,NC(=O)NCCC[C@H]([NH3+])C(=O)[O-]
cpd00277,YKBGVTZYEHREMT-KVQBGUIXSA-N,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
cpd00277,YKBGVTZYEHREMT-KVQBGUIXSA-N,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
cpd00279,OJFDKHTZOUZBOS-CITAKDKDSA-J,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd00281,BTCSSZJGUNDROE-UHFFFAOYSA-N,[NH3+]CCCC(=O)[O-]
cpd00282,UFIVEPVSAGBUSI-REOHCLBHSA-M,O=C1C[C@@H](C(=O)[O-])NC(=O)N1
cpd00283,GVVPGTZRZFNKDS-JXMROGBWSA-L,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O
cpd00284,BIRSGZKFKXLSJQ-SQOUGZDYSA-K,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
cpd00285,SUHOOTKUPISOBE-UHFFFAOYSA-M,[NH3+]CCOP(=O)([O-])[O-]
cpd00286,UFPHFKCTOZIAFY-RDQGWRCRSA-L,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])[O-]
cpd00288,XHMJOUIAFHJHBW-IVMDWMLBSA-M,[NH3+][C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
cpd00289,OINNEUNVOZHBOX-QIRCYJPOSA-L,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O
cpd00290,RNBGYGVWRKECFJ-VRPWFDPXSA-J,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
cpd00291,WTDRDQBEARUVNC-LURJTMIESA-N,[NH3+][C@@H](Cc1ccc(O)c(O)c1)C(=O)[O-]
cpd00292,CABVTRNMFUVUDM-VRHQGPGLSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)[O-]
cpd00293,BRGMHAYQAZFZDJ-RTRLPJTCSA-L,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
cpd00294,KHWCHTKSEGGWEX-RRKCRQDMSA-L,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1
cpd00295,CIKGWCTVFSRMJU-KVQBGUIXSA-L,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1
cpd00296,LTFMZDNNPPEQNG-KVQBGUIXSA-L,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
cpd00297,UJLXYODCHAELLY-XLPZGREQSA-L,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O
cpd00298,GYOZYWVXFNDGLU-XLPZGREQSA-L,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
cpd00299,JSRLJPSBLDHEIO-SHYZEUOFSA-L,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
cpd00301,FPXSXMFOYWRHDX-UHFFFAOYSA-N,OC1CCC2C(CCC3C4CCCC4CCC23)C1
cpd00304,NCYCYZXNIZJOKI-OVSJKPMPSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1
cpd00305,JZRWCGZRTZMZEH-UHFFFAOYSA-N,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
cpd00305,JZRWCGZRTZMZEH-UHFFFAOYSA-N,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
cpd00305,JZRWCGZRTZMZEH-UHFFFAOYSA-N,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
cpd00306,HEBKCHPVOIAQTA-SCDXWVJYSA-N,OC[C@H](O)[C@@H](O)[C@H](O)CO
cpd00309,LRFVTYWOQMYALW-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
cpd00311,NYHBQMYGNKIUIF-UUOKFMHZSA-N,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
cpd00312,NTYJJOPFIAHURM-UHFFFAOYSA-O,[NH3+]CCc1c[nH]cn1
cpd00315,MVMSCBBUIHUTGJ-LRJDVEEWSA-L,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
cpd00318,APJYDQYYACXCRM-UHFFFAOYSA-O,[NH3+]CCc1c[nH]c2ccccc12
cpd00322,AGPKZVBTJJNPAG-WHFBIAKZSA-N,CC[C@H](C)[C@H]([NH3+])C(=O)[O-]
cpd00327,SIARJEKBADXQJG-LFZQUHGESA-J,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd00329,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1
cpd00330,OZRNSSUDZOLUSN-LBPRGKRZSA-L,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2
cpd00331,GTZCVFVGUGFEME-IWQZZHSRSA-K,O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-]
cpd00332,KJTLQQUUPVSXIM-ZCFIWIBFSA-M,C[C@@](O)(CCO)CC(=O)[O-]
cpd00337,OIVLITBTBDPEFK-UHFFFAOYSA-N,O=C1CCNC(=O)N1
cpd00338,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,[NH3+]CC(=O)CCC(=O)[O-]
cpd00340,VHKNBDIQDAXGBL-UHFFFAOYSA-M,O=CCCC(=O)C(=O)[O-]
cpd00341,YANFYYGANIYHGI-UHFFFAOYSA-O,NC(=O)NCCCC[NH3+]
cpd00342,JRLGPAXAGHMNOL-LURJTMIESA-N,CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-]
cpd00343,HLKXYZVTANABHZ-REOHCLBHSA-L,NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-]
cpd00344,NRXIKWMTVXPVEF-BYPYZUCNSA-M,[NH2+]=CN[C@@H](CCC(=O)[O-])C(=O)[O-]
cpd00345,ZNOVTXRBGFNYRX-STQMWFEESA-L,CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1
cpd00346,HOSWPDPVFBCLSY-VKHMYHEASA-N,[NH3+][C@@H](CC=O)C(=O)[O-]
cpd00347,MEANFMOQMXYMCT-OLZOCXBDSA-M,Nc1nc2c(c(=O)[nH]1)[N+]1=CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2
cpd00349,OKHXOUGRECCASI-SHUUEZRQSA-J,O=C(COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
cpd00350,VWFJDQUYCIWHTN-YFVJMOTDSA-L,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O
cpd00354,,*[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O
cpd00355,DAYLJWODMCOQEW-TURQNECASA-M,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1
cpd00355,DAYLJWODMCOQEW-TURQNECASA-M,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1
cpd00355,DAYLJWODMCOQEW-TURQNECASA-M,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1
cpd00356,RGWHQCVHVJXOKC-SHYZEUOFSA-K,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)n1
cpd00357,NHVNXKFIZYSCEB-XLPZGREQSA-K,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O
cpd00358,AHCYMLUZIRLXAA-SHYZEUOFSA-K,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1
cpd00359,SIKJAQJRHWYJAI-UHFFFAOYSA-N,c1ccc2[nH]ccc2c1
cpd00361,ROWKJAVDOGWPAT-VKHMYHEASA-N,CC(=O)[C@H](C)O
cpd00363,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO
cpd00363,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO
cpd00363,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO
cpd00365,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
cpd00367,UHDGCWIWMRVCDJ-XVFCMESISA-N,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
cpd00367,UHDGCWIWMRVCDJ-XVFCMESISA-N,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
cpd00374,DZGWFCGJZKJUFP-UHFFFAOYSA-O,[NH3+]CCc1ccc(O)cc1
cpd00378,ZHNUHDYFZUAESO-UHFFFAOYSA-N,NC=O
cpd00383,JXOHGGNKMLTUBP-HSUXUTPPSA-M,O=C([O-])C1=C[C@@H](O)[C@@H](O)[C@H](O)C1
cpd00383,JXOHGGNKMLTUBP-HSUXUTPPSA-M,O=C([O-])C1=C[C@@H](O)[C@@H](O)[C@H](O)C1
cpd00383,JXOHGGNKMLTUBP-HSUXUTPPSA-M,O=C([O-])C1=C[C@@H](O)[C@@H](O)[C@H](O)C1
cpd00387,WFPZSXYXPSUOPY-ROYWQJLOSA-L,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
cpd00393,OVBPIULPVIDEAO-LBPRGKRZSA-L,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[nH]1
cpd00395,XVOYSCVBGLVSOL-REOHCLBHSA-M,[NH3+][C@@H](CS(=O)(=O)[O-])C(=O)[O-]
cpd00395,XVOYSCVBGLVSOL-REOHCLBHSA-M,[NH3+][C@@H](CS(=O)(=O)[O-])C(=O)[O-]
cpd00397,ZAQJHHRNXZUBTE-UCORVYFPSA-N,O=C(CO)[C@@H](O)[C@@H](O)CO
cpd00400,NIXOWILDQLNWCW-UHFFFAOYSA-M,C=CC(=O)[O-]
cpd00408,OTOIIPJYVQJATP-BYPYZUCNSA-M,CC(C)(CO)[C@@H](O)C(=O)[O-]
cpd00412,MXHRCPNRJAMMIM-SHYZEUOFSA-N,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
cpd00412,MXHRCPNRJAMMIM-SHYZEUOFSA-N,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
cpd00417,HEBKCHPVOIAQTA-IMJSIDKUSA-N,OC[C@H](O)C(O)[C@@H](O)CO
cpd00419,NHZMQXZHNVQTQA-UHFFFAOYSA-O,Cc1ncc(CO)c(C[NH3+])c1O
cpd00421,UNXRWKVEANCORM-UHFFFAOYSA-J,O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])O
cpd00423,ASARMUCNOOHMLO-DSRCUDDDSA-L,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]753[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
